target,tar_desc
3/1398604,The image features numerous gold spheres of varying sizes floating against a background of pink and red hues.
10/4039846,"A stormy scene with dark clouds and an orange glow from the setting sun partially visible, silhouetted trees sway in the wind."
104/1012954007,"A man stands outdoors with an aggressive posture, his hands raised menacingly, and a dark expression, surrounded by ominous shadows in the green foliage."
14/5411072,"A cheetah in a running pose, showcasing its sleek body and spotted fur."
16/6204047,"A tranquil pond with smooth water reflecting the sky, surrounded by greenery."
68/26723806,"Sliced avocado arranged in a spiral pattern on a bed of leafy lettuce, with pieces of tofu added to the composition."
6/2857198,"The scene depicts a collection of trees bathed in warm morning light, with vibrant green foliage and a clearer sky."
96/1009400495,A person chopping slices of bread on a wooden cutting board.
167/1041457684,The holographic display above the doctor's hand now reads 'BLACK PSYCHOLOGY and applied psychology.'
51/19887445,A snail with a striped shell is crawling on a lotus leaf.
10/4051774,A ladybug is perched on a green leaf.
90/1007018224,"A forge with a bright fire burning, surrounded by dark coal and metalworking tools."
63/24748802,"The interface displays the word 'Popularity' in bold black text, accompanied by a green upward-pointing triangle icon."
18/6803803,A scooter is floating on a calm body of water under a hazy sky.
81/31930351,A creamy green avocado sauce in a bowl.
120/1019710549,"A cluster of yellow ixora flowers surrounded by green foliage, with a butterfly perched on one of the blooms."
30/11392589,A lush oasis with palm trees and a small body of water surrounded by vibrant greenery under a warm orange sky.
198/1063856566,A winding road cuts through a dense green forest under a partly cloudy sky.
95/1008991976,"A businessman in a suit holds a smartphone, surrounded by floating text elements emphasizing customer engagement."
15/5704928,A chocolate fountain with flowing dark chocolate cascading down from the top tier to the bottom.
43/16469062,An image depicting a bank building with currency notes and coins.
19/6970279,"The image features a blurred background with numerous bright, shimmering green spots creating a sparkling effect."
24/9129482,"The image shows a serene forest scene with tall pine trees against a bright, clear sky, with the sun shining softly through the branches."
2/1191889,"A glossy red heart shape with wings attached, set against a black background."
38/14682709,A tranquil seascape at dusk with calm waters reflecting pastel colors of the sky and a pier extending into the water.
116/1017726400,"The image shows a forest with tall trees and a visible ground, devoid of snow."
36/13622540,A heart symbol is added to the digital interface displaying an upload progress bar at 50%.
134/1025597330,A piece of paper with the word 'Childhood' printed in bold black letters is partially engulfed in flames against a wooden background.
75/29660920,A bold red stamp with the word 'REJECTED' written in uppercase letters.
123/1020943459,A purple crayon lying flat on a white surface.
59/23023945,Two wedding rings are placed on a branch.
27/10097915,A person is holding a cucumber under running water in a kitchen sink.
147/1031352974,"A man stands barefoot on a sandy beach, facing the calm turquoise sea, wearing a white dress."
10/4111864,A person is walking through a lush green field with tall grass and trees in the background under a blue sky.
18/6624578,A cluster of tulips with vibrant petals and green leaves.
44/16948741,"A boy with long black hair styled in braids is sitting at a wooden table, holding a red handheld gaming device."
13/5268329,"The stream of water is now murky and contains floating debris, indicating pollution."
22/8292904,"A calm water surface with soft ripples and reflections of a cloudy sky, suitable as a background."
56/21991285,"A buoy is floating on the dark, reflective surface of the water."
9/3642176,"Several people are exercising on the beach, jogging and doing yoga as the sun sets in the background."
146/1030475840,A bright purple light source in the center emits a soft glow against a dark background.
191/1058127673,"A woman and a young girl are standing together, while a father figure stands nearby, creating a family scene."
65/25329695,"A clear glass tumbler filled with milk, resting on a plain white surface."
1/684358,A small stream flows through a lush green landscape with blooming flowers under a clear blue sky.
40/15471736,"A camera is illuminated against a dark background, surrounded by colorful glowing indicators."
60/23685379,Frost-covered blades of grass with icy droplets glistening in a cold outdoor setting.
57/22248340,A landscape filled with trees standing on a light wooden surface.
13/5102342,"Two raw pieces of steak are placed on a clean surface, showing a reddish color with visible marbling."
83/32593579,"Flames flicker against a black background, with glowing embers floating around them."
159/1037361704,"A group of four individuals shaking hands, symbolizing a business partnership, with bar graphs, pie charts, and the words 'work,' 'business,' and 'start' in the background."
5/2369918,"A field filled with tall sunflowers, characterized by their large yellow heads and green leaves, surrounded by lush green grass."
19/6998896,"Four steaks are sizzling on a grill, with smoke rising around them."
84/33329452,"A pair of hands holding a flute, with fingers positioned over the keys."
90/1007247619,"The image features a glowing shape in a different color against a black background, maintaining its fluid and dynamic appearance."
50/19296514,"The river is seething with turbulent water and large splashes, while bare branches extend over the churning surface."
63/24564302,The computer screen displays a user interface with a highlighted menu option labeled 'Electronics' and a downward-pointing red arrow next to it.
15/5689205,An underwater scene with a diver in an orange wetsuit interacting with the water surface.
