target,tar_desc,enriched_desc
163/1039429190,A woman is walking her small white Pomeranian dog along a city street lined with modern buildings and busy sidewalks.,"[""Woman walks her dog on city streets"", ""Small white Pomeranian dog on urban sidewalk"", ""Woman and dog stroll city streets"", ""Dog owner walks in city environment"", ""Woman and her dog on city walkway"", ""Pet owner enjoys city walk with dog"", ""Woman and dog navigate city streets"", ""Dog owner walks in city setting"", ""Woman and her dog on city sidewalk"", ""Dog owner walks in urban area""]"
97/1009948175,Concentric circles with glowing golden lights pulsate rhythmically against a green background.,"[""Glowing golden lights pulse on a green backdrop"", ""Rhythmic golden circles glow against green"", ""Golden lights dance on a green canvas"", ""Glowing golden rings move in sync with green"", ""Golden pulsations on a green background"", ""Green and gold lights dance together"", ""Golden circles rhythmically light up green"", ""Glowing gold against a green backdrop"", ""Golden lights pulse in a green setting"", ""Rhythmic golden lights on a green screen""]"
122/1020491410,"The person performs a series of leg exercises on a green yoga mat, followed by arm exercises.","[""Person performs arm exercises on yoga mat"", ""Arm workout session on green mat"", ""Exercises for arms on yoga mat"", ""Green mat serves as exercise surface"", ""Person engages in arm exercises indoors"", ""Indoor workout focusing on arms"", ""Arm exercises on yoga mat indoors"", ""Indoor setting for arm workouts"", ""Person doing arm exercises on mat"", ""Indoor arm workout on yoga mat""]"
34/12762107,"The woman and the young girl are lying on the floor in a library, using a tablet computer. They appear engaged and focused on the screen, with the woman guiding the girl.","[""Woman and girl use tablet on library floor"", ""Focused duo with tablet in library setting"", ""Lying down with tablet in quiet library"", ""Engaged woman and girl with tablet"", ""Library floor scene with tablet usage"", ""Woman guides girl with tablet on floor"", ""Floor library moment with tablet"", ""Woman and girl share tablet on floor"", ""Library floor activity with tablet"", ""Woman and girl use tablet on library floor""]"
67/26131655,"Fish swim gracefully in the water, adding life to the serene ripples and reflections.","[""Fish swimming in rippling water"", ""Graceful fish in tranquil ripples"", ""Life added by swimming fish"", ""Ripples enhanced by fish movement"", ""Fish creating gentle ripples"", ""Fish adding life to water"", ""Ripples with fish swimming"", ""Fish enhancing water's beauty"", ""Fish in peaceful ripples"", ""Ripples with fish swimming gracefully""]"
99/1010827649,Bottles of champagne with sparkling white wine inside.,"[""Champagne glasses transformed into bottles"", ""Sparkling wine poured into bottles"", ""Champagne bottles filled with white wine"", ""Bottles of champagne ready to serve"", ""Champagne glasses turned into bottles"", ""White wine poured into bottles"", ""Champagne bottles filled with bubbly wine"", ""Champagne glasses converted into bottles"", ""Bottles of champagne with sparkling wine"", ""Champagne glasses turned into bottles of wine""]"
183/1052584208,The girl nods her head.,"[""The girl nods her head in agreement"", ""Nodding girl in the frame"", ""Head nod by the girl"", ""Girl's head movement indicates agreement"", ""The girl acknowledges with a nod"", ""Nodding gesture by the girl"", ""Girl nods her head in response"", ""Head nod by the girl in the scene"", ""The girl nods her head in confirmation"", ""Nodding girl in the video""]"
184/1053297347,"A bell pepper is rotating on a white surface, now with an orange hue.","[""Bell pepper turns orange on white surface"", ""Rotating pepper gains an orange tint"", ""Pepper changes color to orange"", ""White surface hosts an orange pepper"", ""Orange hue appears on rotating pepper"", ""Pepper rotates with an orange hue"", ""White surface with an orange pepper"", ""Pepper's color shifts to orange"", ""Orange pepper on white surface"", ""Pepper's hue changes to orange""]"
93/1008344443,"A woman is sitting at a table in an outdoor café, drinking coffee while working on her laptop.","[""Woman sips coffee at outdoor café"", ""Outdoor café scene with woman drinking coffee"", ""Woman enjoys coffee while using laptop"", ""Woman works on laptop while sipping coffee"", ""Woman drinks coffee at table with laptop"", ""Woman sips coffee at table with laptop"", ""Woman enjoys coffee while working on laptop"", ""Woman drinks coffee at outdoor café"", ""Woman sips coffee at table with laptop"", ""Woman enjoys coffee while using laptop""]"
94/1008703870,"A family of four ice skating together on an outdoor rink, enjoying a winter day.","[""Family enjoys ice skating on outdoor rink"", ""Four family members skate together on rink"", ""Winter fun with family on ice rink"", ""Outdoor ice skating with family of four"", ""Family of four skating on outdoor rink"", ""Enjoying winter with family on ice rink"", ""Family outing on ice rink for skating"", ""Four family members skate on outdoor rink"", ""Winter day with family ice skating"", ""Family of four skating on outdoor rink""]"
144/1029801683,"The leaves of a different tree species, characterized by their unique shape and color, sway gently against a clear blue sky.","[""Leaves of a different tree sway against a blue sky"", ""Unique tree leaves dance in the breeze"", ""Gentle swaying of tree leaves against the sky"", ""Tree leaves with distinct shapes and colors"", ""Leaves of a varied tree species in motion"", ""Sky backdrop for tree leaves of different types"", ""Tree leaves with distinctive shapes and hues"", ""Leaves of a non-maple tree against the sky"", ""Diverse tree leaves moving gracefully"", ""Tree leaves with unique characteristics in the air""]"
37/14228321,"A close-up of a wedding bouquet with delicate flowers and greenery, showcasing its intricate arrangement and texture.","[""Close-up of a wedding bouquet with delicate flowers"", ""Intricate arrangement of a wedding bouquet"", ""Wedding bouquet with greenery and flowers"", ""Delicate flowers and greenery in a bouquet"", ""Bouquet of flowers and greenery for a wedding"", ""Wedding bouquet with intricate floral design"", ""Floral arrangement in a wedding bouquet"", ""Bouquet of flowers and greenery for a special occasion"", ""Wedding bouquet with soft textures and colors"", ""Bouquet of flowers and greenery for a celebration""]"
44/16882003,A baby goat grazing in a grassy field.,"[""Baby goat grazing in the field"", ""Grazing baby goat in the grass"", ""A baby goat in the grassy field"", ""Baby goat enjoying the field"", ""Grazing baby goat in nature"", ""Baby goat in the open field"", ""A baby goat in the grass"", ""Grazing baby goat in the meadow"", ""Baby goat in the field"", ""A baby goat in the grassy pasture""]"
59/22930027,A forest path covered with uniformly yellow leaves during autumn.,"[""Forest path blanketed by golden leaves"", ""Autumn leaves carpeting the forest floor"", ""Yellow leaves covering the forest trail"", ""Fall foliage creating a golden pathway"", ""A sea of yellow leaves in the forest"", ""Golden leaves lining the forest path"", ""Autumn leaves creating a vibrant carpet"", ""Forest trail adorned with yellow leaves"", ""A forest scene with yellow leaves on the ground"", ""Fall foliage forming a golden pathway""]"
76/30056914,"A person is drawing and writing budget-related symbols and text on a transparent board, such as graphs, charts, and the word 'BUDGET'.","[""Person draws budget symbols on a whiteboard"", ""Writing budget ideas on a transparent board"", ""Graphs and charts on a whiteboard"", ""Person writes 'BUDGET' on a board"", ""Budget-related symbols drawn on a whiteboard"", ""Person sketches budget ideas on a board"", ""Whiteboard filled with budget-related text"", ""Drawing budget charts on a transparent board"", ""Person writes 'BUDGET' on a whiteboard"", ""Budget symbols and text on a whiteboard""]"
35/13381427,"A close-up view of the industrial bottling machine's nozzles dispensing liquid into white plastic bottles, highlighting the automated filling process.","[""Close-up of machine nozzles filling bottles"", ""Detailed view of automated liquid dispensing"", ""Industrial machine fills bottles in close-up"", ""Machine's nozzles in action, filling bottles"", ""Bottling process captured in close-up"", ""Liquid being dispensed into bottles closely"", ""Machine's precision in liquid filling shown"", ""Close-up of automated bottle filling"", ""Machine's nozzles in liquid dispensing close-up"", ""Bottles being filled by machine in detail""]"
193/1059767507,"Walnuts fall into a creamy liquid surface, creating ripples and splashes, followed by the introduction of raspberries, which float and settle on the liquid's surface.","[""Raspberries float onto creamy liquid surface"", ""Raspberries join walnuts in creamy liquid"", ""Raspberries introduce themselves to walnuts"", ""Raspberries settle on creamy liquid surface"", ""Raspberries join walnuts in creamy liquid"", ""Raspberries float among walnuts"", ""Raspberries introduce themselves to walnuts"", ""Raspberries join walnuts in creamy liquid"", ""Raspberries settle on creamy liquid"", ""Raspberries introduce themselves to creamy liquid""]"
81/31790419,"A woman is sitting at a table with a laptop computer, watching a TV program on the screen.","[""Woman watches TV on laptop at table"", ""Laptop screen shows TV as woman watches"", ""Woman seated at table with laptop, watching TV"", ""Woman focused on laptop displaying TV program"", ""Woman at table with laptop, watching TV show"", ""Woman engrossed in TV on laptop screen"", ""Woman sits at table, laptop shows TV program"", ""Woman watches TV on laptop at desk"", ""Woman at table with laptop, TV playing on screen"", ""Woman seated at table, laptop displays TV show""]"
